Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
7.242013692855835	0	-0.41354847	0.07194539	-0.26351318	-0.61326927	21.0	0.0	-0.019692782	-0.019692782	-0.01965782	-0.01965782	-0.68583727	0.04940983	0.22169599	0.00011830267	0.70800686	1008	1008
13.656163454055786	1	-0.40491614	0.08260256	-0.29329467	-0.6578918	21.0	0.0	-0.01928172	-0.01928172	-0.019078301	-0.019078301	-0.69332784	0.043929633	9.009111e-05	3.366619e-05	0.69333684	1008	2016
18.203237056732178	2	-0.42001522	0.07033556	-0.29738876	-0.543313	21.0	0.0	-0.020000722	-0.020000722	-0.019874595	-0.019874595	-0.69249237	0.029119406	8.881821e-05	5.3142445e-05	0.6925012	1008	3024
22.758768558502197	3	-0.43918133	0.08878944	-0.29738772	-0.6529624	21.0	0.0	-0.020913396	-0.020913396	-0.021099692	-0.021099692	-0.6963182	0.028613737	0.000111713336	8.250104e-05	0.69632936	1008	4032
27.34624409675598	4	-0.4129595	0.08453912	-0.26267287	-0.6312103	21.0	0.0	-0.019664738	-0.019664738	-0.01954861	-0.01954861	-0.69752	0.03459665	0.00022708956	0.00012819178	0.69754267	1008	5040
31.86560869216919	5	-0.41149387	0.09352777	-0.26236123	-0.6019988	21.0	0.0	-0.019594945	-0.019594945	-0.01953675	-0.01953675	-0.6915693	0.024821889	7.5677155e-05	5.3713615e-05	0.6915769	1008	6048
36.43798804283142	6	-0.40241265	0.07920192	-0.22728133	-0.57962227	21.0	0.0	-0.019162508	-0.019162508	-0.019131137	-0.019131137	-0.694293	0.021085963	0.00014266015	0.0001448194	0.6943073	1008	7056
41.04005575180054	7	-0.40932783	0.10235881	-0.16092302	-0.73217106	21.0	0.0	-0.019491801	-0.019491801	-0.019205166	-0.019205166	-0.6910537	0.025460914	8.723933e-05	7.589533e-05	0.69106233	1008	8064
45.62755060195923	8	-0.4182799	0.10658071	-0.21197176	-0.6935565	21.0	0.0	-0.01991809	-0.01991809	-0.020042382	-0.020042382	-0.69212633	0.019097337	5.756424e-05	1.9190658e-05	0.69213206	1008	9072
50.19161605834961	9	-0.44565287	0.09458685	-0.25320584	-0.6797738	21.0	0.0	-0.021221565	-0.021221565	-0.021158727	-0.021158727	-0.6939738	0.017707478	0.000219101	0.00029528135	0.6939957	1008	10080
54.767884492874146	10	-0.45389423	0.100829735	-0.17355712	-0.6618912	21.0	0.0	-0.021614008	-0.021614008	-0.02151223	-0.02151223	-0.6914592	0.014123406	0.0004535881	0.0005016953	0.69150454	1008	11088
59.338910818099976	11	-0.44977105	0.09978826	-0.273531	-0.6958405	21.0	0.0	-0.02141767	-0.02141767	-0.02156767	-0.02156767	-0.6933111	0.021319427	0.000948646	0.0013883567	0.6934059	1008	12096
63.88323354721069	12	0.12510844	4.257918	29.307558	-0.7193201	21.0	0.0	0.005957541	0.005957541	0.0090290075	0.0090290075	-0.68471324	0.12550142	0.08959381	0.101539925	0.69367266	1008	13104
68.42878031730652	13	0.11956346	3.1408103	19.391045	-0.6967238	21.0	0.0	0.0056935004	0.0056935004	0.006688957	0.006688957	-0.69696695	0.07544749	0.03383589	0.047044463	0.70035046	1008	14112
72.95637106895447	14	1.5625429	7.001881	29.204643	-0.7854935	21.0	0.0	0.0744068	0.0744068	0.07498659	0.07498659	-0.6966095	0.11787481	0.046804115	0.060258027	0.70128995	1008	15120
77.47874522209167	15	2.162522	8.552107	39.34764	-0.7501654	21.0	0.0	0.102977246	0.102977246	0.11022873	0.11022873	-0.67317146	0.282773	0.30748895	0.208634	0.70392036	1008	16128
82.00270581245422	16	2.3645408	11.496176	69.16541	-0.93743956	21.0	0.0	0.11259719	0.11259719	0.122725494	0.122725494	-0.59844124	0.28201875	0.3982229	0.29075313	0.6382636	1008	17136
86.50856137275696	17	5.458527	11.96232	39.252163	-0.7996169	21.0	0.0	0.2599299	0.2599299	0.2706512	0.2706512	-0.62056065	0.27424946	0.35352415	0.26651898	0.655913	1008	18144
91.06430983543396	18	9.162625	17.290365	59.266624	-0.8136043	21.0	0.0	0.4363155	0.4363155	0.44987732	0.44987732	-0.5876804	0.32270247	0.42935932	0.29283825	0.6306163	1008	19152
95.58693742752075	19	13.928075	21.486519	69.29332	-0.8938612	21.0	0.0	0.6632417	0.6632417	0.6787664	0.6787664	-0.6045491	0.3592132	0.4721384	0.33225584	0.6517629	1008	20160
100.13912916183472	20	11.631371	20.666397	69.17055	-0.79541194	21.0	0.0	0.5538748	0.5538748	0.56690365	0.56690365	-0.6675312	0.36758053	0.4060706	0.2942242	0.7081382	1008	21168
104.71991014480591	21	12.4123535	17.992193	59.15443	-0.8650413	21.0	0.0	0.59106445	0.59106445	0.6137906	0.6137906	-0.5115022	0.35342652	0.57033074	0.28832656	0.5685353	1008	22176
109.40001940727234	22	14.507126	20.527489	68.96339	-1.2550169	21.0	0.0	0.6908155	0.6908155	0.7060735	0.7060735	-0.6638608	0.34354678	0.39208823	0.24963914	0.7030697	1008	23184
113.9831051826477	23	18.435354	23.688854	89.13422	-0.8514526	21.0	0.0	0.87787396	0.87787396	0.8902614	0.8902614	-0.6200732	0.32462114	0.38947466	0.27307543	0.65902066	1008	24192
118.50787401199341	24	30.659567	25.569277	89.054085	-0.8808187	21.0	0.0	1.4599793	1.4599793	1.4739717	1.4739717	-0.6492344	0.3666801	0.4169008	0.2710356	0.6909245	1008	25200
123.05167984962463	25	26.522116	25.5206	78.945885	-1.0406976	21.0	0.0	1.2629577	1.2629577	1.2687534	1.2687534	-0.65225494	0.22167961	0.22771654	0.17134708	0.67502654	1008	26208
127.63660740852356	26	35.210285	25.58978	88.96249	-0.671482	21.0	0.0	1.6766803	1.6766803	1.6838118	1.6838118	-0.729777	0.29441053	0.25547236	0.19780095	0.75532424	1008	27216
132.1844220161438	27	38.529892	24.827925	98.83963	-0.9354317	21.0	0.0	1.8347567	1.8347567	1.8405644	1.8405644	-0.68015057	0.22069027	0.22306845	0.18361427	0.7024574	1008	28224
136.9000358581543	28	49.929474	24.108015	98.714806	-0.6514162	21.0	0.0	2.377594	2.377594	2.3869638	2.3869638	-0.60812056	0.2680055	0.33191013	0.26265427	0.6413115	1008	29232
141.7005705833435	29	48.02356	29.43142	108.81093	-0.866091	21.0	0.0	2.2868361	2.2868361	2.2958102	2.2958102	-0.6500126	0.2541222	0.25483954	0.20691885	0.6754966	1008	30240
146.38993787765503	30	47.012222	31.122873	108.79718	-0.9036969	21.0	0.0	2.2386773	2.2386773	2.241966	2.241966	-0.63542676	0.19821288	0.20260024	0.19203354	0.6556868	1008	31248
151.1331102848053	31	59.83185	27.073683	108.8882	-0.82210547	21.0	0.0	2.8491356	2.8491356	2.8619869	2.8619869	-0.6388992	0.33513734	0.39609855	0.31627932	0.67850906	1008	32256
155.8908669948578	32	55.889435	23.615274	98.87227	9.216833	21.0	0.0	2.6614015	2.6614015	2.671967	2.671967	-0.6644813	0.31792507	0.34550005	0.2672777	0.6990313	1008	33264
160.3891942501068	33	59.367474	24.344082	108.543205	-0.76759505	21.0	0.0	2.8270226	2.8270226	2.839513	2.839513	-0.64628303	0.32804063	0.36269158	0.2445414	0.6825522	1008	34272
164.9455418586731	34	59.602844	21.052328	108.773735	-0.7575003	21.0	0.0	2.8382308	2.8382308	2.8469112	2.8469112	-0.65951586	0.33094427	0.35160655	0.33477548	0.6946765	1008	35280
169.4773645401001	35	67.70171	21.265364	118.51371	-0.6765782	21.0	0.0	3.223891	3.223891	3.2325613	3.2325613	-0.6561136	0.26036274	0.29994464	0.2718461	0.68610805	1008	36288
173.9955222606659	36	66.226234	20.28238	98.82196	-0.69371146	21.0	0.0	3.1536303	3.1536303	3.163702	3.163702	-0.6364486	0.28448927	0.35458386	0.30494058	0.67190707	1008	37296
178.5142524242401	37	65.55041	25.159073	118.73277	-0.87034965	21.0	0.0	3.1214483	3.1214483	3.1317165	3.1317165	-0.61980194	0.29233816	0.41218108	0.33095104	0.66102004	1008	38304
183.05586290359497	38	70.7544	23.043533	118.63378	-0.854959	21.0	0.0	3.3692572	3.3692572	3.3767078	3.3767078	-0.6479223	0.24620491	0.25584066	0.23788759	0.67350644	1008	39312
187.62064456939697	39	70.5809	20.432892	108.76916	28.936483	21.0	0.0	3.3609953	3.3609953	3.3683145	3.3683145	-0.68677497	0.31223384	0.3409568	0.34399596	0.72087055	1008	40320
192.1251335144043	40	74.26945	22.214909	118.45583	9.222829	21.0	0.0	3.5366406	3.5366406	3.5470061	3.5470061	-0.6430999	0.2963994	0.32475567	0.34395462	0.6755755	1008	41328
196.6448495388031	41	70.07718	22.081161	108.5711	-0.9268022	21.0	0.0	3.3370087	3.3370087	3.3434117	3.3434117	-0.66442	0.2588343	0.2530078	0.2502254	0.68972087	1008	42336
201.21045565605164	42	69.901794	26.558249	118.64168	-0.8679188	21.0	0.0	3.328657	3.328657	3.3328066	3.3328066	-0.6915104	0.18482453	0.13729376	0.23668544	0.70523965	1008	43344
205.98685574531555	43	74.230034	24.259436	108.806946	-0.9324987	21.0	0.0	3.534763	3.534763	3.5406785	3.5406785	-0.65508467	0.2542706	0.26730442	0.2532968	0.681815	1008	44352
210.84906554222107	44	77.758255	21.422136	118.642555	28.824837	21.0	0.0	3.7027738	3.7027738	3.7101219	3.7101219	-0.6627463	0.21621294	0.25812793	0.32461312	0.68855906	1008	45360
215.56622171401978	45	71.72931	23.206072	118.56803	28.872429	21.0	0.0	3.4156816	3.4156816	3.4190032	3.4190032	-0.6900564	0.19476394	0.13593076	0.20268703	0.7036494	1008	46368
220.14323210716248	46	81.47339	21.166746	118.724464	-0.9885593	21.0	0.0	3.8796852	3.8796852	3.8869405	3.8869405	-0.67639077	0.2407205	0.27060664	0.40792334	0.7034514	1008	47376
224.63264632225037	47	80.19226	23.493635	118.584694	19.104843	21.0	0.0	3.818679	3.818679	3.8247218	3.8247218	-0.6374141	0.26688814	0.31107438	0.4464346	0.6685215	1008	48384
229.1182849407196	48	79.76586	20.491322	108.72514	38.923622	21.0	0.0	3.7983747	3.7983747	3.8028104	3.8028104	-0.6707101	0.14734408	0.17835273	0.31926528	0.68854535	1008	49392
233.61293244361877	49	88.50149	13.664898	118.51194	58.750717	21.0	0.0	4.2143564	4.2143564	4.219585	4.219585	-0.69126856	0.18880507	0.16538398	0.25142333	0.70780694	1008	50400
238.09731197357178	50	75.85647	22.40958	118.60526	18.883068	21.0	0.0	3.6122127	3.6122127	3.6171422	3.6171422	-0.7067618	0.2559087	0.26651064	0.44226855	0.73341286	1008	51408
242.57848739624023	51	80.97498	25.005531	128.48923	-0.79576594	21.0	0.0	3.8559518	3.8559518	3.8589594	3.8589594	-0.66685915	0.1220212	0.13814853	0.31346828	0.68067396	1008	52416
247.00589275360107	52	77.899345	25.27796	118.7655	18.83117	21.0	0.0	3.7094924	3.7094924	3.7145278	3.7145278	-0.6718018	0.2061869	0.25046742	0.56569856	0.6968485	1008	53424
251.47602725028992	53	83.07798	18.899776	118.515305	38.630096	21.0	0.0	3.956094	3.956094	3.959815	3.959815	-0.65347034	0.19392717	0.22467795	0.44825935	0.67593825	1008	54432
255.91538405418396	54	80.54005	20.039318	118.406784	18.942091	21.0	0.0	3.8352404	3.8352404	3.839085	3.839085	-0.6319037	0.183995	0.25106397	0.47759515	0.6570101	1008	55440
260.35190176963806	55	78.965	21.812973	118.6517	29.013956	21.0	0.0	3.760238	3.760238	3.7639444	3.7639444	-0.6602129	0.1659883	0.23981133	0.50385225	0.68419397	1008	56448
264.85567331314087	56	80.37795	21.609293	118.34849	18.98954	21.0	0.0	3.8275216	3.8275216	3.830184	3.830184	-0.70066273	0.19703208	0.15725693	0.36931476	0.71638846	1008	57456
269.34642338752747	57	84.983406	20.418594	118.52251	38.74357	21.0	0.0	4.0468287	4.0468287	4.0503254	4.0503254	-0.6578264	0.24600632	0.22590742	0.52347594	0.6804171	1008	58464
273.8006887435913	58	84.107475	19.258017	118.60361	38.83454	21.0	0.0	4.005118	4.005118	4.0070944	4.0070944	-0.69588494	0.19977187	0.1429707	0.37919104	0.7101821	1008	59472
278.25602650642395	59	83.6831	22.693117	118.57339	19.19426	21.0	0.0	3.9849095	3.9849095	3.987863	3.987863	-0.6916549	0.1652296	0.16436003	0.39198714	0.708091	1008	60480
282.71570801734924	60	85.15815	22.564215	118.64129	9.14721	21.0	0.0	4.05515	4.05515	4.059234	4.059234	-0.6711407	0.18016925	0.15622485	0.37651128	0.68676317	1008	61488
287.1505880355835	61	81.01733	23.257643	118.544624	9.191194	21.0	0.0	3.8579679	3.8579679	3.861907	3.861907	-0.66397023	0.14637768	0.19761577	0.512484	0.6837318	1008	62496
291.65563225746155	62	81.03509	21.791834	108.67338	-0.87881577	21.0	0.0	3.858814	3.858814	3.8625822	3.8625822	-0.65052783	0.15818301	0.19287643	0.47872794	0.66981536	1008	63504
296.157151222229	63	86.38235	21.085527	138.3773	39.023598	21.0	0.0	4.113445	4.113445	4.1172276	4.1172276	-0.67798364	0.19338883	0.16196027	0.37766072	0.69417965	1008	64512
300.66078996658325	64	79.13981	25.294743	118.61363	9.0137005	21.0	0.0	3.7685626	3.7685626	3.7704976	3.7704976	-0.6632972	0.16005106	0.15456937	0.48621854	0.6787541	1008	65520
305.096431016922	65	80.654686	18.326088	118.37517	48.789894	21.0	0.0	3.8406992	3.8406992	3.8428347	3.8428347	-0.66656	0.11549201	0.102895565	0.34843966	0.6768496	1008	66528
309.5614583492279	66	78.357414	26.362741	118.34121	18.854652	21.0	0.0	3.7313054	3.7313054	3.73479	3.73479	-0.6522703	0.17070769	0.17560998	0.3861405	0.6698313	1008	67536
314.01883721351624	67	79.4078	21.706507	118.319275	18.849804	21.0	0.0	3.7813237	3.7813237	3.7819874	3.7819874	-0.6957447	0.071610205	0.0440137	0.24051458	0.7001461	1008	68544
318.47222805023193	68	82.06254	22.813938	127.92868	19.067692	21.0	0.0	3.9077404	3.9077404	3.9089515	3.9089515	-0.67966795	0.12144944	0.10807586	0.40783873	0.6904756	1008	69552
322.95709562301636	69	75.619896	23.038754	108.792984	8.96328	21.0	0.0	3.6009474	3.6009474	3.6010065	3.6010065	-0.6912645	0.019286945	0.005174024	0.022387208	0.6917819	1008	70560
327.4651200771332	70	79.81313	22.568909	128.15997	9.375543	21.0	0.0	3.8006253	3.8006253	3.800541	3.800541	-0.6932384	0.013755252	0.00072750065	0.0039871116	0.6933112	1008	71568
331.953426361084	71	80.398285	22.19113	118.44776	-0.74304366	21.0	0.0	3.82849	3.82849	3.8284366	3.8284366	-0.69245815	0.013143099	0.00013045754	0.0002345347	0.69247115	1008	72576
336.44225454330444	72	74.409515	20.395973	108.52349	28.974094	21.0	0.0	3.5433102	3.5433102	3.5433543	3.5433543	-0.692967	0.0072754994	7.259704e-05	0.0001618152	0.6929742	1008	73584
