Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
113.09319806098938	0	13.607046	9.068846	59.0	3.0	13.607046070460704	9.068845637290309	5021	5021
118.92499351501465	1	28.157303	16.334908	89.0	7.0	28.15730337078652	16.33490704699016	5012	10033
123.80574798583984	2	39.738094	23.58846	190.0	6.0	39.73809523809524	23.588461859133982	5007	15040
128.69118547439575	3	39.62992	24.2467	140.0	9.0	39.62992125984252	24.246698987796744	5033	20073
133.61818194389343	4	34.06081	18.123535	103.0	6.0	34.060810810810814	18.123534927312186	5041	25114
138.63536286354065	5	40.552	17.971735	93.0	5.0	40.552	17.971736031891854	5069	30183
143.54715991020203	6	54.333332	29.299833	165.0	8.0	54.333333333333336	29.299834244212903	5053	35236
148.58460474014282	7	74.29412	39.21174	177.0	17.0	74.29411764705883	39.21173999752138	5052	40288
153.51763224601746	8	79.85714	38.952904	197.0	9.0	79.85714285714286	38.952904874809285	5031	45319
158.50660681724548	9	90.125	43.7097	212.0	28.0	90.125	43.70970082748876	5047	50366
163.41629433631897	10	109.478264	56.609547	275.0	33.0	109.47826086956522	56.609547178528416	5036	55402
168.38355016708374	11	94.69811	45.00884	320.0	27.0	94.69811320754717	45.008839763066234	5019	60421
173.34553146362305	12	102.12245	34.19072	217.0	49.0	102.12244897959184	34.19072117418207	5004	65425
178.27211809158325	13	111.13333	41.00981	275.0	55.0	111.13333333333334	41.00980912470143	5001	70426
183.30060577392578	14	163.45161	72.352554	343.0	81.0	163.4516129032258	72.35255918057901	5067	75493
188.1363604068756	15	238.71428	94.334335	544.0	93.0	238.71428571428572	94.33433090023249	5013	80506
193.53618168830872	16	497.36365	345.31308	1000.0	43.0	497.3636363636364	345.3131050161111	5471	85977
198.43419432640076	17	315.0	224.46436	913.0	40.0	315.0	224.46436242753546	5040	91017
203.38372540473938	18	316.875	258.64282	1000.0	37.0	316.875	258.6428220055604	5070	96087
208.35020422935486	19	188.62962	144.32016	745.0	33.0	188.62962962962962	144.32015545388384	5093	101180
213.43170738220215	20	210.5	121.44992	518.0	38.0	210.5	121.44992109233063	5052	106232
218.43851041793823	21	190.18518	132.18703	494.0	61.0	190.1851851851852	132.1870271656475	5135	111367
223.35477876663208	22	140.86111	65.78845	315.0	36.0	140.86111111111111	65.78844578469256	5071	116438
228.54676938056946	23	178.41379	117.08956	562.0	42.0	178.41379310344828	117.0895670258543	5174	121612
233.59919810295105	24	214.41667	171.54613	608.0	21.0	214.41666666666666	171.54613487015348	5146	126758
238.75236105918884	25	327.125	223.68529	819.0	56.0	327.125	223.68529092231344	5234	131992
243.73352575302124	26	576.2222	304.17896	1000.0	178.0	576.2222222222222	304.1789596704099	5186	137178
