,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-138.96848039191804,29.513171472088384,-188.42081557499182,-85.54180678934196,,
1,0,-84.51640351865657,58.81726837522387,-188.42081557499182,-11.917041108320701,4.273548126220703,0.13698004186153412
2,1,-27.026720515579463,94.75197281492608,-188.42081557499182,106.8105566273131,0.2126891016960144,0.12525531649589539
3,2,15.711162091647406,110.92451135256746,-188.42081557499182,175.09918338595816,0.11758202314376831,0.0963231548666954
4,3,47.82166217340631,118.84587247739755,-188.42081557499182,212.11499250789598,0.09151582419872284,0.05841555446386337
5,4,78.2546944728368,129.13150729704896,-188.42081557499182,317.61899081146794,0.09697484225034714,0.052961766719818115
6,5,100.94060080661372,133.173918588228,-188.42081557499182,340.0085014371481,0.05842426419258118,0.06470586359500885
7,6,125.66042120684014,141.58849783569124,-188.42081557499182,356.037734160562,0.05349269509315491,0.053274329751729965
8,7,145.2408815747636,145.09948944091445,-188.42081557499182,377.45476237627554,0.04321467503905296,0.04733172059059143
9,8,164.65555569856343,150.12643910675817,-188.42081557499182,437.66683798008575,0.035906508564949036,0.029930628836154938
10,9,179.18864618875037,150.96091068590565,-188.42081557499182,437.66683798008575,0.031792059540748596,0.034091848880052567
11,10,190.94989271377338,150.26525311919295,-188.42081557499182,437.66683798008575,0.03763321787118912,0.03491200879216194
