Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.194197416305542	0	17.59649	8.138839	55.0	9.0	17.596491228070175	8.138838334977878	1003	1003
3.6149940490722656	1	26.153847	13.170554	74.0	11.0	26.153846153846153	13.170554690221906	1020	2023
4.531445026397705	2	41.96	22.58757	107.0	16.0	41.96	22.587571803981056	1049	3072
5.49815034866333	3	72.57143	44.051453	165.0	20.0	72.57142857142857	44.051454144499	1016	4088
6.51012110710144	4	73.78571	40.38065	172.0	25.0	73.78571428571429	40.38065054918643	1033	5121
7.502173900604248	5	78.53846	36.54842	190.0	40.0	78.53846153846153	36.54841969563828	1021	6142
8.492296934127808	6	92.27273	56.973824	200.0	36.0	92.27272727272727	56.97382319035312	1015	7157
9.61417007446289	7	88.61539	29.090147	163.0	56.0	88.61538461538461	29.090147582824883	1152	8309
10.732564210891724	8	107.0	41.404873	188.0	42.0	107.0	41.40487454833834	1177	9486
11.773386001586914	9	87.666664	45.636852	200.0	39.0	87.66666666666667	45.636851580956176	1052	10538
12.825098276138306	10	88.833336	32.056805	152.0	48.0	88.83333333333333	32.056807216079534	1066	11604
13.819002628326416	11	101.4	38.424473	170.0	49.0	101.4	38.424471369167854	1014	12618
14.805675983428955	12	112.22222	23.31322	152.0	79.0	112.22222222222223	23.313218843383815	1010	13628
15.81410264968872	13	129.5	23.52658	167.0	99.0	129.5	23.526580712037184	1036	14664
16.80503010749817	14	143.57143	32.78439	187.0	83.0	143.57142857142858	32.78439150770702	1005	15669
17.80049705505371	15	170.33333	20.85399	200.0	135.0	170.33333333333334	20.853989759489405	1022	16691
18.900264978408813	16	191.83333	18.261223	200.0	151.0	191.83333333333334	18.261221816248284	1151	17842
19.91933846473694	17	177.66667	24.580933	200.0	135.0	177.66666666666666	24.580932086115496	1066	18908
20.93762493133545	18	175.5	29.69147	200.0	121.0	175.5	29.691469032928186	1053	19961
22.084402322769165	19	200.0	0.0	200.0	200.0	200.0	0.0	1200	21161
23.25043511390686	20	200.0	0.0	200.0	200.0	200.0	0.0	1200	22361
