,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-145.2579172063091,16.827826792833093,-183.0853418412805,-127.77510592421808,,
1,0,-93.85331161838346,55.659549668776286,-183.0853418412805,-11.008849315686685,4.51734733581543,0.1475987583398819
2,1,-68.16235273334597,59.764898744551914,-183.0853418412805,29.839938496965686,0.2600059509277344,0.09386271983385086
3,2,-49.10725518650029,62.438701955060125,-183.0853418412805,43.92756453861525,0.1220015287399292,0.07650475949048996
4,3,-33.89410601757433,64.78694497970422,-183.0853418412805,78.49301155465352,0.07830069959163666,0.03873546048998833
5,4,-15.473996702641726,72.94606590718983,-183.0853418412805,124.14766005797674,0.06434394419193268,0.06478549540042877
6,5,-5.893487663441706,72.41232189367061,-183.0853418412805,124.14766005797674,0.05636089667677879,0.04349653795361519
7,6,6.976948517032204,76.34556939693289,-183.0853418412805,128.17568353898787,0.037036534398794174,0.03254524618387222
8,7,17.110802226325468,78.34227463135797,-183.0853418412805,142.1405648184221,0.037090547382831573,0.044905807822942734
9,8,25.5644211825721,79.39689986798022,-183.0853418412805,170.60816984770412,0.048074591904878616,0.039886876940727234
10,9,33.597297585304325,80.46183495518785,-183.0853418412805,170.60816984770412,0.03196768835186958,0.03123493678867817
11,10,39.0255654831845,79.77061831596659,-183.0853418412805,170.60816984770412,0.03449651226401329,0.02489532344043255
