Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
25.073396921157837	0	-132.85103	33.967052	-47.19226	-252.54636	151.0	0.0	-0.8798082	-0.8798082	-0.8798079	-0.8798079	-0.69636625	0.04096082	0.0022507773	0.00070739316	0.69659126	30049	30049
48.653616428375244	1	-96.72081	37.19797	1.8570585	-212.59094	151.0	0.0	-0.6405352	-0.6405352	-0.6405304	-0.6405304	-0.6891221	0.043599244	0.001718263	0.00084469974	0.68929386	30049	60098
70.76943850517273	2	-92.84132	38.903183	-2.2975883	-195.82864	151.0	0.0	-0.61484313	-0.61484313	-0.6148357	-0.6148357	-0.6938294	0.033511918	0.0009663478	0.000627217	0.69392604	30049	90147
92.81694054603577	3	-85.364265	33.795807	-1.9740925	-195.67743	151.0	0.0	-0.56532615	-0.56532615	-0.56532496	-0.56532496	-0.6904081	0.040881906	0.0006664129	0.000282318	0.6904747	30049	120196
115.37605261802673	4	-84.12133	29.802303	12.620897	-176.15433	151.0	0.0	-0.5570949	-0.5570949	-0.5571022	-0.5571022	-0.6957025	0.04341544	0.0020985845	0.0015789507	0.6959124	30049	150245
138.3782935142517	5	-67.830635	33.497295	19.557684	-182.13464	151.0	0.0	-0.44920948	-0.44920948	-0.44921044	-0.44921044	-0.69165087	0.03446727	0.0019395521	0.0019783261	0.6918448	30049	180294
160.9560525417328	6	-60.45662	28.736708	29.296587	-150.65237	151.0	0.0	-0.4003749	-0.4003749	-0.40038803	-0.40038803	-0.6948324	0.034688447	0.0025670466	0.0025020759	0.6950891	30049	210343
183.4028697013855	7	-58.001934	27.343523	21.3223	-149.09747	151.0	0.0	-0.3841188	-0.3841188	-0.38414112	-0.38414112	-0.6937767	0.03420618	0.0021485866	0.0017966032	0.69399154	30049	240392
206.54270005226135	8	-58.107975	26.71119	15.993502	-137.47415	151.0	0.0	-0.384821	-0.384821	-0.38481295	-0.38481295	-0.6930843	0.03102917	0.0030419386	0.0020375536	0.69338846	30049	270441
229.17077326774597	9	-54.826633	23.547218	2.2629585	-115.15732	151.0	0.0	-0.3630903	-0.3630903	-0.36310387	-0.36310387	-0.6889789	0.03740066	0.0029288111	0.002748822	0.6892718	30049	300490
252.05364322662354	10	-49.470722	23.407265	1.3930998	-122.6842	151.0	0.0	-0.3276207	-0.3276207	-0.32759583	-0.32759583	-0.69372165	0.036981016	0.003057139	0.0022164534	0.6940273	30049	330539
274.6894693374634	11	-44.239605	21.980782	11.413475	-148.25642	151.0	0.0	-0.29297748	-0.29297748	-0.29297677	-0.29297677	-0.691545	0.028215539	0.0021528616	0.0019049312	0.6917603	30049	360588
297.21258664131165	12	-42.224117	23.482996	22.516056	-154.19785	151.0	0.0	-0.27962992	-0.27962992	-0.27963197	-0.27963197	-0.69419897	0.0189898	0.0014350218	0.0006591594	0.69434243	30049	390637
319.7307424545288	13	-39.583454	24.629148	24.876358	-125.93045	151.0	0.0	-0.2621421	-0.2621421	-0.26214215	-0.26214215	-0.69564223	0.017145826	0.0011207787	0.00038536565	0.69575435	30049	420686
342.0125210285187	14	-37.69202	22.970762	19.138687	-113.938705	151.0	0.0	-0.24961603	-0.24961603	-0.24962822	-0.24962822	-0.69196683	0.024869151	0.0029103956	0.0010349952	0.6922578	30049	450735
364.55481362342834	15	-33.91857	22.250685	25.392784	-116.520615	151.0	0.0	-0.22462629	-0.22462629	-0.22461975	-0.22461975	-0.69322044	0.012477457	0.0005288416	0.00015019494	0.6932733	30049	480784
386.9960265159607	16	-31.535551	20.19592	21.61365	-85.993225	151.0	0.0	-0.20884469	-0.20884469	-0.20883751	-0.20883751	-0.69283646	0.017995749	0.0020678702	0.0013314743	0.6930433	30049	510833
409.335248708725	17	-32.420773	23.500969	28.175854	-103.19533	151.0	0.0	-0.21470709	-0.21470709	-0.21469103	-0.21469103	-0.6940996	0.014471291	0.0008591801	0.00040169427	0.6941855	30049	540882
431.5646438598633	18	-29.72959	20.04255	25.265305	-92.11491	151.0	0.0	-0.1968847	-0.1968847	-0.19690046	-0.19690046	-0.6926611	0.022130877	0.0018863049	0.0013826074	0.69284976	30049	570931
453.7748353481293	19	-23.794607	20.933224	24.177563	-106.83233	151.0	0.0	-0.15758018	-0.15758018	-0.15756366	-0.15756366	-0.6957102	0.032885835	0.0039988263	0.0021159085	0.69611007	30049	600980
475.91677737236023	20	-22.257566	19.345741	40.090378	-98.86565	151.0	0.0	-0.1474011	-0.1474011	-0.14740822	-0.14740822	-0.6953422	0.02678464	0.0032213973	0.0018513156	0.6956643	30049	631029
498.025563955307	21	-20.342228	17.374508	42.49946	-63.25024	151.0	0.0	-0.13471673	-0.13471673	-0.1347016	-0.1347016	-0.69372857	0.016386045	0.0009844734	0.0007843128	0.69382703	30049	661078
520.1718244552612	22	-18.228283	17.026297	26.428621	-90.48139	151.0	0.0	-0.12071711	-0.12071711	-0.120719574	-0.120719574	-0.6925254	0.028753385	0.0037892535	0.0021110051	0.69290423	30049	691127
542.4227373600006	23	-15.433858	13.819568	17.276072	-59.052895	151.0	0.0	-0.10221098	-0.10221098	-0.10221563	-0.10221563	-0.67664135	0.10001618	0.0711257	0.054826394	0.6837539	30049	721176
564.5219337940216	24	-15.059433	13.914704	17.74464	-55.609108	151.0	0.0	-0.09973135	-0.09973135	-0.09946702	-0.09946702	-0.6254895	0.28620726	0.38331643	0.24517824	0.6638211	30049	751225
586.7680561542511	25	-11.7777	14.997015	26.649952	-62.379684	151.0	0.0	-0.07799803	-0.07799803	-0.07768071	-0.07768071	-0.5695517	0.36006144	0.53651816	0.24293078	0.6232035	30049	781274
609.0665636062622	26	-8.52437	14.79561	27.23645	-61.58988	151.0	0.0	-0.05645278	-0.05645278	-0.055989124	-0.055989124	-0.66858375	0.43723646	0.5167045	0.3161266	0.7202542	30049	811323
631.668844461441	27	-3.7482643	16.716368	33.13869	-52.67505	151.0	0.0	-0.024822945	-0.024822945	-0.024557836	-0.024557836	-0.6305814	0.33285567	0.46059084	0.28777078	0.67664045	30049	841372
653.630514383316	28	-1.2985764	17.190184	38.269848	-46.446114	151.0	0.0	-0.008599844	-0.008599844	-0.008168517	-0.008168517	-0.5886113	0.3484284	0.4843746	0.3045545	0.6370488	30049	871421
675.4774079322815	29	1.7329844	15.448583	37.105164	-61.86232	151.0	0.0	0.011476718	0.011476718	0.011936638	0.011936638	-0.6485417	0.45309883	0.6359829	0.34974736	0.71213996	30049	901470
697.6101396083832	30	4.6770186	15.022012	42.57764	-40.428913	151.0	0.0	0.030973634	0.030973634	0.031453446	0.031453446	-0.5104945	0.48176995	0.67747116	0.35107768	0.5782416	30049	931519
720.3372950553894	31	8.033028	16.299053	59.125214	-50.708885	151.0	0.0	0.05319886	0.05319886	0.053722937	0.053722937	-0.5595779	0.43242896	0.5940424	0.30073273	0.6189821	30049	961568
742.9734139442444	32	9.940204	18.741348	56.010822	-56.821594	151.0	0.0	0.06582916	0.06582916	0.066238865	0.066238865	-0.47407085	0.36892697	0.66203725	0.31331384	0.54027456	30049	991617
764.9830484390259	33	18.341757	18.086823	59.704315	-36.57199	151.0	0.0	0.1214686	0.1214686	0.12228682	0.12228682	-0.5294728	0.46495417	0.6970852	0.25686017	0.59918135	30049	1021666
786.6640772819519	34	26.576494	17.191883	57.597954	-33.455017	151.0	0.0	0.17600328	0.17600328	0.17685746	0.17685746	-0.41362405	0.41103172	0.824401	0.3255832	0.49606413	30049	1051715
809.5367701053619	35	30.989292	22.460686	75.05531	-41.173527	151.0	0.0	0.2052271	0.2052271	0.20582877	0.20582877	-0.49632898	0.5004343	0.75426394	0.32592842	0.57175535	30049	1081764
832.476261138916	36	36.04143	21.408098	81.588715	-30.50996	151.0	0.0	0.23868495	0.23868495	0.23935574	0.23935574	-0.57035506	0.52031666	0.7272767	0.28270566	0.64308274	30049	1111813
855.0759394168854	37	36.43622	17.955887	81.64823	-18.310968	151.0	0.0	0.24129947	0.24129947	0.2418693	0.2418693	-0.5053946	0.44130236	0.7604874	0.29823023	0.58144325	30049	1141862
878.1519649028778	38	41.89474	18.130264	84.69043	-7.271385	151.0	0.0	0.27744862	0.27744862	0.2783021	0.2783021	-0.526645	0.5254123	0.77603424	0.28678784	0.6042484	30049	1171911
900.3688797950745	39	50.61644	19.365957	98.55611	-60.16555	151.0	0.0	0.33520824	0.33520824	0.33611336	0.33611336	-0.48546138	0.61736417	0.8661772	0.30878964	0.57207906	30049	1201960
922.5470044612885	40	54.655052	21.551762	96.31326	-46.480362	151.0	0.0	0.36195394	0.36195394	0.36291265	0.36291265	-0.46187592	0.5498142	0.89461434	0.3053761	0.55133736	30049	1232009
