,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-149.4557253826821,33.304697524578756,-209.0576255261067,-96.99532406184451,,
1,0,-59.77733163181964,94.00900342434623,-209.0576255261067,63.13440968241002,4.6349663734436035,0.13713772594928741
2,1,-22.702528926420488,97.7604052900945,-209.0576255261067,126.21276472820969,0.22995710372924805,0.09709671139717102
3,2,26.69261924219548,120.59675753243498,-209.0576255261067,214.04780898679041,0.15733416378498077,0.1031147912144661
4,3,60.96960548447877,128.40287629402903,-209.0576255261067,254.97138458931522,0.09420070797204971,0.08500182628631592
5,4,103.83982926264702,152.24043602795606,-209.0576255261067,370.70693922052925,0.064543217420578,0.0446038544178009
6,5,142.75461896743502,171.1361959099262,-209.0576255261067,466.9167752626918,0.06194385886192322,0.05155140161514282
7,6,170.53113391044104,177.0535810838229,-209.0576255261067,466.9167752626918,0.06741595268249512,0.04622527211904526
8,7,197.08464952315418,184.2270700517247,-209.0576255261067,503.2688497817398,0.06052703037858009,0.05760249122977257
9,8,217.81567288473087,186.27137472692644,-209.0576255261067,503.2688497817398,0.05639274790883064,0.04208708927035332
10,9,238.7291186003313,189.98808368241058,-209.0576255261067,540.5775493628255,0.04504280909895897,0.043512992560863495
11,10,255.34614803984826,190.44900742799453,-209.0576255261067,540.5775493628255,0.04092660918831825,0.030682578682899475
