,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-152.87137234309688,19.76757550758503,-201.98093324325163,-133.2808925930887,,
1,-13.314401470015502,22.97408215615386,-50.31408301064626,30.660771747241785,4.6818342208862305,0.11926595866680145
