Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
2.2506589889526367	0	-0.4286022	0.087410815	-0.25177664	-0.6315052	21.0	0.0	-0.020409629	-0.020409629	-0.020409629	-0.020409629	1008	1008
3.2258353233337402	1	-0.40660837	0.08667759	-0.22354756	-0.68927497	21.0	0.0	-0.019362306	-0.019362306	-0.019362306	-0.019362306	1008	2016
3.932889938354492	2	-0.42560804	0.09744936	-0.18877631	-0.6960493	21.0	0.0	-0.020267047	-0.020267047	-0.020267047	-0.020267047	1008	3024
4.595379114151001	3	-0.42614737	0.08177427	-0.24541041	-0.6259779	21.0	0.0	-0.020292733	-0.020292733	-0.020292733	-0.020292733	1008	4032
5.280895948410034	4	-0.4251956	0.085510954	-0.26275125	-0.6366333	21.0	0.0	-0.02024741	-0.02024741	-0.02024741	-0.02024741	1008	5040
5.989650011062622	5	-0.39949408	0.06891146	-0.2900953	-0.57124275	21.0	0.0	-0.019023528	-0.019023528	-0.019023528	-0.019023528	1008	6048
6.681275367736816	6	-0.41796747	0.1006153	-0.18103206	-0.66015553	21.0	0.0	-0.019903215	-0.019903215	-0.019903215	-0.019903215	1008	7056
7.386547565460205	7	-0.40965864	0.09557297	-0.19155362	-0.64206666	21.0	0.0	-0.019507555	-0.019507555	-0.019507555	-0.019507555	1008	8064
8.075986862182617	8	-0.4362456	0.11932922	-0.25195092	-0.786867	21.0	0.0	-0.020773599	-0.020773599	-0.020773599	-0.020773599	1008	9072
8.747187614440918	9	-0.45236325	0.105101675	-0.2165435	-0.7419748	21.0	0.0	-0.021541106	-0.021541106	-0.021541106	-0.021541106	1008	10080
9.405414819717407	10	-0.4363362	0.10414675	-0.2729401	-0.75482416	21.0	0.0	-0.020777913	-0.020777913	-0.020777913	-0.020777913	1008	11088
10.065423727035522	11	-0.4493812	0.10174472	-0.30868417	-0.6927345	21.0	0.0	-0.021399101	-0.021399101	-0.021399101	-0.021399101	1008	12096
10.733035802841187	12	-0.4480652	0.10121857	-0.27929857	-0.7834539	21.0	0.0	-0.021336438	-0.021336438	-0.021336438	-0.021336438	1008	13104
11.415930032730103	13	-0.5227023	0.11111783	-0.27394846	-0.7811673	21.0	0.0	-0.024890585	-0.024890585	-0.024890585	-0.024890585	1008	14112
12.100919008255005	14	-0.29306433	1.4077908	9.325155	-0.7822605	21.0	0.0	-0.013955443	-0.013955443	-0.013955443	-0.013955443	1008	15120
12.780068397521973	15	-0.5332437	0.117914364	-0.24280995	-0.8015299	21.0	0.0	-0.025392558	-0.025392558	-0.025392558	-0.025392558	1008	16128
13.471551656723022	16	0.66455394	4.351121	19.371544	-0.88321036	21.0	0.0	0.03164543	0.03164543	0.03164543	0.03164543	1008	17136
14.14861798286438	17	1.4830308	6.0552564	29.147282	-0.856452	21.0	0.0	0.07062051	0.07062051	0.07062051	0.07062051	1008	18144
14.829713344573975	18	9.3176	16.373854	59.017647	-0.8390932	21.0	0.0	0.44369522	0.44369522	0.44369522	0.44369522	1008	19152
15.477450847625732	19	8.924183	17.085669	59.227898	-0.93831944	21.0	0.0	0.42496112	0.42496112	0.42496112	0.42496112	1008	20160
16.176437616348267	20	11.4049635	17.005466	69.27613	-0.8299557	21.0	0.0	0.5430935	0.5430935	0.5430935	0.5430935	1008	21168
16.85971164703369	21	21.30678	22.453802	69.114655	-0.9653423	21.0	0.0	1.0146085	1.0146085	1.0146085	1.0146085	1008	22176
17.547792434692383	22	33.361134	26.388937	79.1112	-0.91821975	21.0	0.0	1.5886254	1.5886254	1.5886254	1.5886254	1008	23184
18.24071455001831	23	44.735107	23.184708	89.13179	-0.8472059	21.0	0.0	2.1302433	2.1302433	2.1302433	2.1302433	1008	24192
18.920825004577637	24	43.458263	26.078873	98.93845	-0.83919096	21.0	0.0	2.069441	2.069441	2.069441	2.069441	1008	25200
19.625470399856567	25	49.032246	24.196945	88.852005	-0.680776	21.0	0.0	2.334869	2.334869	2.334869	2.334869	1008	26208
20.3177011013031	26	55.652027	22.970184	98.779755	-0.64309406	21.0	0.0	2.6500967	2.6500967	2.6500967	2.6500967	1008	27216
21.01811146736145	27	67.22446	25.031288	128.38303	-0.663767	21.0	0.0	3.201165	3.201165	3.201165	3.201165	1008	28224
21.708365440368652	28	60.372707	23.157019	98.64965	-0.67092633	21.0	0.0	2.8748908	2.8748908	2.8748908	2.8748908	1008	29232
22.415771007537842	29	70.46012	25.748446	118.54494	9.1804495	21.0	0.0	3.355244	3.355244	3.355244	3.355244	1008	30240
23.095694303512573	30	68.163795	24.70392	108.86932	-0.9136061	21.0	0.0	3.2458947	3.2458947	3.2458947	3.2458947	1008	31248
23.778688669204712	31	80.34876	21.394041	118.8618	19.035423	21.0	0.0	3.826131	3.826131	3.826131	3.826131	1008	32256
24.431370496749878	32	80.09739	17.202234	118.41754	48.71322	21.0	0.0	3.8141613	3.8141613	3.8141613	3.8141613	1008	33264
25.130423069000244	33	81.337555	17.546776	128.63768	38.56328	21.0	0.0	3.8732169	3.8732169	3.8732169	3.8732169	1008	34272
25.794114589691162	34	83.36358	19.596767	118.35793	28.845585	21.0	0.0	3.9696941	3.9696941	3.9696941	3.9696941	1008	35280
26.500226497650146	35	89.51438	20.176954	128.35501	48.789043	21.0	0.0	4.26259	4.26259	4.26259	4.26259	1008	36288
27.170300006866455	36	89.28361	19.02178	118.525856	28.876616	21.0	0.0	4.2516003	4.2516003	4.2516003	4.2516003	1008	37296
27.848745346069336	37	89.690254	20.307339	127.973785	39.121292	21.0	0.0	4.270965	4.270965	4.270965	4.270965	1008	38304
28.552022218704224	38	95.651215	14.980364	128.34254	58.589428	21.0	0.0	4.5548196	4.5548196	4.5548196	4.5548196	1008	39312
29.242823600769043	39	91.5767	14.052924	118.2994	58.83294	21.0	0.0	4.3607955	4.3607955	4.3607955	4.3607955	1008	40320
29.953765153884888	40	92.145874	20.201138	128.37881	38.55133	21.0	0.0	4.3878984	4.3878984	4.3878984	4.3878984	1008	41328
30.622945547103882	41	93.303444	20.3858	128.05719	38.950417	21.0	0.0	4.4430213	4.4430213	4.4430213	4.4430213	1008	42336
31.283101081848145	42	93.343994	22.015282	137.93645	-1.04305	21.0	0.0	4.4449515	4.4449515	4.4449515	4.4449515	1008	43344
31.979228258132935	43	96.848694	15.4961605	128.19135	58.742165	21.0	0.0	4.6118426	4.6118426	4.6118426	4.6118426	1008	44352
32.66622471809387	44	92.69204	18.287966	128.30225	48.56994	21.0	0.0	4.4139066	4.4139066	4.4139066	4.4139066	1008	45360
33.35753035545349	45	91.728615	15.559391	128.15791	58.84253	21.0	0.0	4.3680296	4.3680296	4.3680296	4.3680296	1008	46368
34.05124473571777	46	94.0979	15.413841	118.142166	38.291576	21.0	0.0	4.4808526	4.4808526	4.4808526	4.4808526	1008	47376
34.73631954193115	47	98.01333	23.260712	138.14037	38.700108	21.0	0.0	4.667301	4.667301	4.667301	4.667301	1008	48384
35.448901414871216	48	98.87281	14.630386	127.924484	68.47249	21.0	0.0	4.7082295	4.7082295	4.7082295	4.7082295	1008	49392
36.134101152420044	49	98.022575	17.578852	127.93939	38.352917	21.0	0.0	4.6677423	4.6677423	4.6677423	4.6677423	1008	50400
36.82827711105347	50	97.752174	15.883452	137.55077	58.341255	21.0	0.0	4.6548653	4.6548653	4.6548653	4.6548653	1008	51408
37.51740860939026	51	95.11953	17.136776	137.56737	48.96794	21.0	0.0	4.5295014	4.5295014	4.5295014	4.5295014	1008	52416
38.20077562332153	52	94.92163	16.600357	127.930466	58.34657	21.0	0.0	4.5200777	4.5200777	4.5200777	4.5200777	1008	53424
38.94986915588379	53	102.97637	11.263275	128.30449	78.04887	21.0	0.0	4.903636	4.903636	4.903636	4.903636	1008	54432
39.61028218269348	54	101.891266	13.929733	128.24493	58.63362	21.0	0.0	4.8519654	4.8519654	4.8519654	4.8519654	1008	55440
40.280784606933594	55	102.888115	13.996477	137.65163	68.466225	21.0	0.0	4.899434	4.899434	4.899434	4.899434	1008	56448
40.94580817222595	56	98.178246	16.901825	137.25797	58.269028	21.0	0.0	4.675154	4.675154	4.675154	4.675154	1008	57456
41.5880708694458	57	102.23334	14.099801	128.18167	68.496056	21.0	0.0	4.8682537	4.8682537	4.8682537	4.8682537	1008	58464
42.265685081481934	58	106.40383	12.341392	127.87758	78.22218	21.0	0.0	5.066849	5.066849	5.066849	5.066849	1008	59472
42.94716119766235	59	102.65484	15.141476	137.8405	58.71996	21.0	0.0	4.8883257	4.8883257	4.8883257	4.8883257	1008	60480
43.60867762565613	60	104.279915	16.754324	128.1443	38.67334	21.0	0.0	4.9657106	4.9657106	4.9657106	4.9657106	1008	61488
44.256810903549194	61	105.56002	12.512937	128.24086	78.30659	21.0	0.0	5.0266676	5.0266676	5.0266676	5.0266676	1008	62496
44.90800619125366	62	104.08027	16.25887	128.19539	58.735065	21.0	0.0	4.9562035	4.9562035	4.9562035	4.9562035	1008	63504
45.600571632385254	63	105.53957	13.329035	127.96537	78.49232	21.0	0.0	5.025694	5.025694	5.025694	5.025694	1008	64512
46.28737807273865	64	108.853615	13.173223	137.562	78.2945	21.0	0.0	5.1835055	5.1835055	5.1835055	5.1835055	1008	65520
46.956827878952026	65	105.74881	15.423534	137.63818	78.16291	21.0	0.0	5.0356574	5.0356574	5.0356574	5.0356574	1008	66528
47.63286757469177	66	105.0802	18.318155	137.84854	48.408188	21.0	0.0	5.0038195	5.0038195	5.0038195	5.0038195	1008	67536
48.29376149177551	67	106.54794	14.559174	137.78697	68.43877	21.0	0.0	5.073712	5.073712	5.073712	5.073712	1008	68544
48.95918107032776	68	108.43563	15.391654	137.89436	68.25836	21.0	0.0	5.1636014	5.1636014	5.1636014	5.1636014	1008	69552
49.62343907356262	69	106.510765	20.101978	147.23482	38.253853	21.0	0.0	5.071941	5.071941	5.071941	5.071941	1008	70560
50.32588195800781	70	104.64933	14.076359	137.77577	68.04848	21.0	0.0	4.9833016	4.9833016	4.9833016	4.9833016	1008	71568
50.98556470870972	71	113.07882	15.9003725	147.99724	48.580887	21.0	0.0	5.384706	5.384706	5.384706	5.384706	1008	72576
51.64140844345093	72	108.755775	15.871047	137.30237	68.09979	21.0	0.0	5.1788464	5.1788464	5.1788464	5.1788464	1008	73584
52.29096984863281	73	110.57249	12.496864	137.41475	78.5592	21.0	0.0	5.2653565	5.2653565	5.2653565	5.2653565	1008	74592
