Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
21.300999879837036	0	-145.18196	42.9732	-44.543518	-279.7143	151.0	0.0	-0.9614699	-0.9614699	-0.9614699	-0.9614699	30049	30049
39.451679706573486	1	-117.24643	39.214565	-11.891436	-231.3732	151.0	0.0	-0.77646655	-0.77646655	-0.77646655	-0.77646655	30049	60098
57.03672432899475	2	-89.27532	34.069202	7.899928	-187.88602	151.0	0.0	-0.59122723	-0.59122723	-0.59122723	-0.59122723	30049	90147
74.59393048286438	3	-88.09114	32.720097	38.662415	-188.751	151.0	0.0	-0.58338505	-0.58338505	-0.58338505	-0.58338505	30049	120196
92.08847332000732	4	-75.87098	28.289278	-1.2887487	-157.95102	151.0	0.0	-0.50245684	-0.50245684	-0.50245684	-0.50245684	30049	150245
109.40661072731018	5	-71.97662	31.518526	74.82727	-174.19135	151.0	0.0	-0.4766663	-0.4766663	-0.4766663	-0.4766663	30049	180294
127.08622622489929	6	-66.03672	28.988499	44.29386	-184.44315	151.0	0.0	-0.43732926	-0.43732926	-0.43732926	-0.43732926	30049	210343
144.59277844429016	7	-60.157043	25.87693	5.521825	-135.12695	151.0	0.0	-0.3983911	-0.3983911	-0.3983911	-0.3983911	30049	240392
162.26692295074463	8	-56.329166	29.847708	36.972233	-174.87619	151.0	0.0	-0.37304088	-0.37304088	-0.37304088	-0.37304088	30049	270441
179.98604440689087	9	-55.929848	28.807673	28.037737	-172.64616	151.0	0.0	-0.37039635	-0.37039635	-0.37039635	-0.37039635	30049	300490
197.624685049057	10	-49.30827	26.08004	39.052616	-157.00262	151.0	0.0	-0.32654482	-0.32654482	-0.32654482	-0.32654482	30049	330539
215.22699332237244	11	-45.500732	27.365887	27.806423	-139.44165	151.0	0.0	-0.3013293	-0.3013293	-0.3013293	-0.3013293	30049	360588
232.93016624450684	12	-42.272682	22.595806	16.134357	-107.25281	151.0	0.0	-0.27995154	-0.27995154	-0.27995154	-0.27995154	30049	390637
250.57182145118713	13	-42.777138	25.460442	20.833767	-133.11818	151.0	0.0	-0.2832923	-0.2832923	-0.2832923	-0.2832923	30049	420686
268.22681498527527	14	-41.29778	27.544605	23.336515	-155.04337	151.0	0.0	-0.27349523	-0.27349523	-0.27349523	-0.27349523	30049	450735
285.7734136581421	15	-36.027973	26.194796	28.302391	-119.7883	151.0	0.0	-0.23859584	-0.23859584	-0.23859584	-0.23859584	30049	480784
303.53188014030457	16	-33.921528	23.809982	25.457008	-105.90959	151.0	0.0	-0.2246459	-0.2246459	-0.2246459	-0.2246459	30049	510833
321.11656379699707	17	-32.773476	23.63001	40.900425	-104.79787	151.0	0.0	-0.21704292	-0.21704292	-0.21704292	-0.21704292	30049	540882
338.45316076278687	18	-33.16374	21.886938	26.23045	-140.017	151.0	0.0	-0.2196274	-0.2196274	-0.2196274	-0.2196274	30049	570931
356.0059976577759	19	-26.636162	21.025797	62.979267	-83.27431	151.0	0.0	-0.17639843	-0.17639843	-0.17639843	-0.17639843	30049	600980
373.72669506073	20	-28.870201	17.535816	28.980427	-77.17836	151.0	0.0	-0.1911934	-0.1911934	-0.1911934	-0.1911934	30049	631029
391.26716351509094	21	-25.062098	19.437513	20.166615	-124.09892	151.0	0.0	-0.16597416	-0.16597416	-0.16597416	-0.16597416	30049	661078
409.05315589904785	22	-20.621212	18.990295	34.09617	-96.92554	151.0	0.0	-0.13656431	-0.13656431	-0.13656431	-0.13656431	30049	691127
426.4906795024872	23	-16.470842	15.676682	26.580193	-76.6797	151.0	0.0	-0.10907843	-0.10907843	-0.10907843	-0.10907843	30049	721176
444.1107511520386	24	-18.763416	15.631919	33.091167	-60.9597	151.0	0.0	-0.12426104	-0.12426104	-0.12426104	-0.12426104	30049	751225
461.7782652378082	25	-18.871994	16.457523	13.254861	-78.1342	151.0	0.0	-0.12498009	-0.12498009	-0.12498009	-0.12498009	30049	781274
479.5602114200592	26	-15.046019	15.33512	21.746983	-56.456406	151.0	0.0	-0.0996425	-0.0996425	-0.0996425	-0.0996425	30049	811323
497.4201533794403	27	-8.3269415	13.409294	34.84038	-43.384758	151.0	0.0	-0.055145305	-0.055145305	-0.055145305	-0.055145305	30049	841372
515.0983273983002	28	-6.1149106	14.143477	25.756388	-44.844475	151.0	0.0	-0.040496096	-0.040496096	-0.040496096	-0.040496096	30049	871421
532.8220248222351	29	-2.2843974	14.095809	29.162474	-46.137222	151.0	0.0	-0.015128461	-0.015128461	-0.015128461	-0.015128461	30049	901470
550.5853841304779	30	-1.3421465	13.818785	33.808094	-54.38691	151.0	0.0	-0.008888387	-0.008888387	-0.008888387	-0.008888387	30049	931519
568.338963508606	31	-0.8998489	13.347238	29.68663	-60.20549	151.0	0.0	-0.0059592635	-0.0059592635	-0.0059592635	-0.0059592635	30049	961568
586.1134166717529	32	3.3295224	14.797549	38.497856	-87.271774	151.0	0.0	0.022049813	0.022049813	0.022049813	0.022049813	30049	991617
603.9488825798035	33	8.137186	15.3874445	43.24688	-38.579838	151.0	0.0	0.05388865	0.05388865	0.05388865	0.05388865	30049	1021666
621.4213066101074	34	16.335318	15.3590765	53.01021	-45.75954	151.0	0.0	0.10818091	0.10818091	0.10818091	0.10818091	30049	1051715
639.2503926753998	35	15.237676	19.100096	53.07833	-51.06643	151.0	0.0	0.10091176	0.10091176	0.10091176	0.10091176	30049	1081764
656.8701176643372	36	21.57443	19.261604	68.42655	-44.37561	151.0	0.0	0.142877	0.142877	0.142877	0.142877	30049	1111813
674.3772506713867	37	23.920143	17.786036	75.829216	-35.058296	151.0	0.0	0.15841152	0.15841152	0.15841152	0.15841152	30049	1141862
692.0560486316681	38	20.362207	17.326159	66.955734	-28.747593	151.0	0.0	0.13484906	0.13484906	0.13484906	0.13484906	30049	1171911
709.6167457103729	39	35.187172	15.72781	87.034164	-16.126965	151.0	0.0	0.2330276	0.2330276	0.2330276	0.2330276	30049	1201960
727.3208479881287	40	44.731823	19.760096	85.89389	-61.193787	151.0	0.0	0.29623726	0.29623726	0.29623726	0.29623726	30049	1232009
744.8571183681488	41	50.53608	17.66163	100.54148	-7.751629	151.0	0.0	0.33467603	0.33467603	0.33467603	0.33467603	30049	1262058
762.4563956260681	42	52.660583	24.04123	93.76582	-44.33525	151.0	0.0	0.34874555	0.34874555	0.34874555	0.34874555	30049	1292107
