Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
31.256243228912354	0	-202.02367	56.16718	-51.811066	-327.35495	151.0	0.0	30049	30049
58.97492003440857	1	-131.64891	41.83803	-31.859493	-251.45752	151.0	0.0	30049	60098
85.73095488548279	2	-93.31597	36.766502	-5.92311	-208.26773	151.0	0.0	30049	90147
112.90934300422668	3	-82.61147	29.14361	-24.070076	-164.19553	151.0	0.0	30049	120196
140.25130033493042	4	-79.28886	25.863401	-26.863377	-173.18721	151.0	0.0	30049	150245
171.05835962295532	5	-74.120705	26.018408	-19.867928	-155.1097	151.0	0.0	30049	180294
202.58525681495667	6	-65.74236	25.434855	-2.3296595	-142.836	151.0	0.0	30049	210343
232.98953676223755	7	-59.86609	23.296848	8.0380335	-142.75879	151.0	0.0	30049	240392
263.12316727638245	8	-52.24398	25.474691	26.948093	-145.56223	151.0	0.0	30049	270441
293.12534761428833	9	-45.902176	26.880354	12.869652	-122.93555	151.0	0.0	30049	300490
323.4172773361206	10	-41.103794	24.376984	11.671064	-125.24059	151.0	0.0	30049	330539
353.0557839870453	11	-33.948093	25.140076	20.03305	-112.80048	151.0	0.0	30049	360588
383.063782453537	12	-30.729382	25.643032	29.973368	-121.622925	151.0	0.0	30049	390637
413.2959008216858	13	-29.247076	26.842161	25.180365	-135.44966	151.0	0.0	30049	420686
443.4034731388092	14	-26.21702	26.332197	49.097183	-159.62253	151.0	0.0	30049	450735
473.6007089614868	15	-27.366796	19.501728	26.201782	-84.44017	151.0	0.0	30049	480784
503.5509717464447	16	-24.075544	22.335335	31.665531	-102.05275	151.0	0.0	30049	510833
533.046309709549	17	-17.016148	23.286263	38.097878	-105.90967	151.0	0.0	30049	540882
563.3490278720856	18	-14.078404	22.224642	49.614666	-87.83808	151.0	0.0	30049	570931
593.570725440979	19	-6.6424065	23.246426	88.80013	-84.19681	151.0	0.0	30049	600980
623.71746301651	20	-1.4182891	24.736162	53.30778	-113.57742	151.0	0.0	30049	631029
653.6350150108337	21	1.8847941	21.11563	58.944794	-58.364754	151.0	0.0	30049	661078
683.3955187797546	22	-1.1033533	24.104288	44.160152	-115.37639	151.0	0.0	30049	691127
713.949348449707	23	-2.76711	21.609413	53.405632	-91.83519	151.0	0.0	30049	721176
744.2790057659149	24	-4.0915833	22.608507	45.4629	-77.696205	151.0	0.0	30049	751225
774.1210527420044	25	-5.9404345	21.90818	73.50261	-67.15544	151.0	0.0	30049	781274
804.1085071563721	26	-13.179501	22.325315	46.236263	-99.6677	151.0	0.0	30049	811323
834.2740678787231	27	-11.131159	18.250368	57.609055	-58.487267	151.0	0.0	30049	841372
864.1194770336151	28	-10.377299	15.269431	45.45472	-80.44044	151.0	0.0	30049	871421
894.2649774551392	29	-10.117332	12.718809	22.246923	-56.003716	151.0	0.0	30049	901470
924.2700352668762	30	-6.875676	12.613709	27.768291	-55.89653	151.0	0.0	30049	931519
954.5867345333099	31	-2.7467008	12.506346	33.60238	-50.923126	151.0	0.0	30049	961568
984.8742516040802	32	-0.4690695	10.421532	37.009964	-29.942352	151.0	0.0	30049	991617
1015.6493093967438	33	1.5804902	10.392207	26.392796	-25.483551	151.0	0.0	30049	1021666
1045.585119485855	34	0.7356903	9.794912	27.420229	-31.248	151.0	0.0	30049	1051715
1075.4886384010315	35	1.4644603	9.480992	25.81012	-23.384819	151.0	0.0	30049	1081764
1105.497980594635	36	4.0829334	9.5414505	26.903133	-26.301548	151.0	0.0	30049	1111813
1135.3996510505676	37	7.097941	9.805499	29.855068	-36.323887	151.0	0.0	30049	1141862
1165.5381352901459	38	9.286881	11.833021	37.86403	-27.632605	151.0	0.0	30049	1171911
1195.3726856708527	39	13.776858	15.5782175	63.43627	-25.982939	151.0	0.0	30049	1201960
1225.7091188430786	40	15.600974	15.307469	52.914864	-28.173748	151.0	0.0	30049	1232009
1255.9033794403076	41	16.506691	15.481781	52.62275	-31.933636	151.0	0.0	30049	1262058
1285.8922808170319	42	18.473888	16.157312	57.02961	-61.714844	151.0	0.0	30049	1292107
1316.0310893058777	43	27.767992	15.81202	71.7175	-21.141136	151.0	0.0	30049	1322156
1345.851978302002	44	32.778687	15.91853	72.22566	-9.01976	151.0	0.0	30049	1352205
1375.5974864959717	45	39.26213	12.895887	70.552765	-5.69326	151.0	0.0	30049	1382254
1405.059131860733	46	43.33588	15.882198	84.02649	-18.037731	151.0	0.0	30049	1412303
1434.5591986179352	47	51.115067	16.618937	81.1588	-12.886335	151.0	0.0	30049	1442352
