,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-169.25413339185934,36.790703909101,-228.24060127546028,-115.24742265917273,,
1,0,-59.61033251177737,114.70333561893746,-228.24060127546028,111.00392391446246,4.423048496246338,0.13229778409004211
2,1,-12.431586663931874,118.05995129268902,-228.24060127546028,159.6040491482138,0.20497187972068787,0.10186002403497696
3,2,57.25817602754133,159.19241039885128,-228.24060127546028,344.53380135797346,0.19076021015644073,0.09462931752204895
4,3,99.79048669697484,166.59661870027588,-228.24060127546028,344.53380135797346,0.12392286956310272,0.07570384442806244
5,4,141.38900658539765,180.02179810871476,-228.24060127546028,504.5154498958579,0.09691808372735977,0.07365789264440536
6,5,172.65855253049313,183.78491412217804,-228.24060127546028,504.5154498958579,0.06354189664125443,0.05674342066049576
7,6,197.11003685012832,184.08015199547398,-228.24060127546028,504.5154498958579,0.059405360370874405,0.08180008083581924
8,7,216.90082762102708,182.66052016481044,-228.24060127546028,504.5154498958579,0.05817083641886711,0.03662196546792984
9,8,231.13384235727605,179.0174529958704,-228.24060127546028,504.5154498958579,0.0518091544508934,0.042362600564956665
10,9,248.47583221310447,179.7155182982166,-228.24060127546028,504.5154498958579,0.04330061003565788,0.051758140325546265
11,10,260.7869450652348,177.31626952158473,-228.24060127546028,504.5154498958579,0.04190021753311157,0.047532860189676285
