Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
30.460427045822144	0	-187.19205	47.940777	-66.80005	-357.97787	151.0	0.0	30049	30049
58.4325053691864	1	-142.19283	31.137112	-76.49863	-254.877	151.0	0.0	30049	60098
85.94431018829346	2	-138.79526	36.93849	-55.236046	-272.36377	151.0	0.0	30049	90147
113.33000993728638	3	-126.96781	34.431675	-50.658985	-227.04971	151.0	0.0	30049	120196
141.1014769077301	4	-113.39005	33.55533	-37.190628	-201.5302	151.0	0.0	30049	150245
171.36599230766296	5	-109.04152	31.83042	-15.115761	-238.29626	151.0	0.0	30049	180294
203.52573084831238	6	-104.25834	26.28043	-35.118877	-190.03151	151.0	0.0	30049	210343
233.96368646621704	7	-95.27598	25.84298	-25.039282	-218.32632	151.0	0.0	30049	240392
264.24912095069885	8	-91.45884	22.498632	-22.364841	-147.83865	151.0	0.0	30049	270441
294.09864234924316	9	-90.95028	23.787775	-40.44754	-167.34229	151.0	0.0	30049	300490
324.3187439441681	10	-86.09032	23.764029	-24.310053	-147.09746	151.0	0.0	30049	330539
354.87204933166504	11	-78.59391	23.017475	-19.954037	-161.13109	151.0	0.0	30049	360588
384.9277386665344	12	-71.84814	22.82052	-19.838762	-154.44196	151.0	0.0	30049	390637
415.167644739151	13	-66.37199	23.728743	-17.140888	-135.8297	151.0	0.0	30049	420686
445.06957387924194	14	-65.364334	23.711174	5.401348	-136.56029	151.0	0.0	30049	450735
474.9053177833557	15	-58.86971	23.103434	0.71420956	-135.73462	151.0	0.0	30049	480784
505.3299973011017	16	-59.075947	22.160398	-2.5419679	-144.3724	151.0	0.0	30049	510833
535.6834602355957	17	-57.85065	24.935415	17.884758	-133.98317	151.0	0.0	30049	540882
565.3217978477478	18	-51.250587	20.976105	17.670494	-108.17111	151.0	0.0	30049	570931
595.1448712348938	19	-46.119495	20.04628	29.293346	-93.82459	151.0	0.0	30049	600980
625.6293303966522	20	-42.413475	22.088547	19.955223	-160.6575	151.0	0.0	30049	631029
655.9034247398376	21	-41.709686	16.888737	-1.1941532	-96.36507	151.0	0.0	30049	661078
686.1453123092651	22	-37.783165	15.562	9.678215	-88.44183	151.0	0.0	30049	691127
715.9287354946136	23	-34.646275	14.084303	-0.0057468414	-88.30954	151.0	0.0	30049	721176
745.858757019043	24	-33.160446	13.552611	4.484917	-69.96413	151.0	0.0	30049	751225
776.2527160644531	25	-31.080479	14.37261	4.955488	-65.469536	151.0	0.0	30049	781274
806.3709282875061	26	-29.145576	14.406668	2.9913921	-68.13721	151.0	0.0	30049	811323
836.4391813278198	27	-24.60613	13.985244	4.951595	-64.115585	151.0	0.0	30049	841372
866.6464548110962	28	-21.498812	14.385923	8.05474	-55.92779	151.0	0.0	30049	871421
897.006754398346	29	-17.737167	16.496931	30.020916	-78.8058	151.0	0.0	30049	901470
927.0129656791687	30	-14.292768	16.432072	21.046394	-66.526764	151.0	0.0	30049	931519
957.0014457702637	31	-14.382629	15.443753	27.413876	-65.3759	151.0	0.0	30049	961568
987.1910450458527	32	-8.512581	15.0218315	25.88005	-80.32565	151.0	0.0	30049	991617
1017.6059556007385	33	-4.4274645	13.741436	23.90143	-66.478485	151.0	0.0	30049	1021666
1047.7962708473206	34	2.3078218	15.510542	35.1634	-84.28988	151.0	0.0	30049	1051715
1077.8149662017822	35	3.6322951	17.447613	37.050735	-89.74365	151.0	0.0	30049	1081764
1108.2059919834137	36	10.54673	16.790428	45.233604	-74.48399	151.0	0.0	30049	1111813
