Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
4.13444185256958	0	-0.4286022	0.087410815	-0.25177664	-0.6315052	21.0	0.0	-0.020409629	-0.020409629	-0.01688655	-0.01688655	1008	1008
5.2037107944488525	1	-0.40660775	0.08667701	-0.22355294	-0.689275	21.0	0.0	-0.019362273	-0.019362273	-0.015441214	-0.015441214	1008	2016
5.97215461730957	2	-0.42563394	0.09746084	-0.18879065	-0.696098	21.0	0.0	-0.020268284	-0.020268284	-0.015206494	-0.015206494	1008	3024
6.756294250488281	3	-0.42614564	0.08181984	-0.24581781	-0.62626934	21.0	0.0	-0.020292649	-0.020292649	-0.015520257	-0.015520257	1008	4032
7.615809440612793	4	-0.4253118	0.08558688	-0.26286554	-0.63874674	21.0	0.0	-0.020252941	-0.020252941	-0.014987727	-0.014987727	1008	5040
8.489113330841064	5	-0.39985633	0.06948018	-0.29062974	-0.5744689	21.0	0.0	-0.019040778	-0.019040778	-0.012028723	-0.012028723	1008	6048
9.370959520339966	6	-0.41842413	0.10043447	-0.18269454	-0.6611451	21.0	0.0	-0.01992496	-0.01992496	-0.013797145	-0.013797145	1008	7056
10.300763368606567	7	-0.41112986	0.09612509	-0.1929445	-0.64481705	21.0	0.0	-0.019577613	-0.019577613	-0.011514009	-0.011514009	1008	8064
11.216068744659424	8	-0.43957892	0.12083998	-0.2502892	-0.79958785	21.0	0.0	-0.02093233	-0.02093233	-0.011434712	-0.011434712	1008	9072
12.238016366958618	9	-0.45647344	0.106990375	-0.22001414	-0.75280505	21.0	0.0	-0.02173683	-0.02173683	-0.010846461	-0.010846461	1008	10080
13.288923263549805	10	-0.443504	0.10601617	-0.27331197	-0.760719	21.0	0.0	-0.021119239	-0.021119239	-0.009515875	-0.009515875	1008	11088
14.380013227462769	11	-0.4570602	0.10530886	-0.30008072	-0.71748936	21.0	0.0	-0.02176477	-0.02176477	-0.010401534	-0.010401534	1008	12096
15.465560674667358	12	-0.45652774	0.10136807	-0.28655303	-0.7937077	21.0	0.0	-0.021739416	-0.021739416	-0.010360991	-0.010360991	1008	13104
16.586762189865112	13	-0.52559054	0.11159869	-0.2671949	-0.77331036	21.0	0.0	-0.02502812	-0.02502812	-0.011061776	-0.011061776	1008	14112
17.789820432662964	14	0.54397035	4.16446	19.331242	-0.7751808	21.0	0.0	0.025903353	0.025903353	0.039174475	0.039174475	1008	15120
19.003546476364136	15	-0.5221278	0.11421358	-0.23400451	-0.79842734	21.0	0.0	-0.024863228	-0.024863228	-0.011438755	-0.011438755	1008	16128
20.343260526657104	16	1.1078349	5.478992	19.39644	-0.7989691	21.0	0.0	0.05275404	0.05275404	0.06780071	0.06780071	1008	17136
21.651216983795166	17	2.3550115	8.115485	39.415344	-0.8012256	21.0	0.0	0.1121434	0.1121434	0.12684357	0.12684357	1008	18144
23.01282024383545	18	6.8738685	12.422849	49.11029	-0.74965703	21.0	0.0	0.32732707	0.32732707	0.34387234	0.34387234	1008	19152
24.34852933883667	19	5.8610153	12.740344	49.312176	-0.8189282	21.0	0.0	0.27909598	0.27909598	0.29522383	0.29522383	1008	20160
25.717060327529907	20	8.568169	14.2076	49.227062	-0.7362959	21.0	0.0	0.4080081	0.4080081	0.42386988	0.42386988	1008	21168
27.278748273849487	21	13.698857	18.616251	69.1686	-0.83132887	21.0	0.0	0.6523265	0.6523265	0.6694077	0.6694077	1008	22176
28.74394917488098	22	23.680979	24.117544	79.06578	-0.82423747	21.0	0.0	1.1276656	1.1276656	1.1449338	1.1449338	1008	23184
30.284690856933594	23	25.489706	21.195866	79.11412	-0.91018975	21.0	0.0	1.2137957	1.2137957	1.2318448	1.2318448	1008	24192
31.785736322402954	24	29.012716	22.569277	69.10805	-0.73823285	21.0	0.0	1.381558	1.381558	1.3988916	1.3988916	1008	25200
33.34516215324402	25	30.641478	24.633518	79.012856	-0.8357227	21.0	0.0	1.4591181	1.4591181	1.4768256	1.4768256	1008	26208
34.893569231033325	26	37.895725	24.347315	88.97163	-0.9194859	21.0	0.0	1.8045584	1.8045584	1.8224006	1.8224006	1008	27216
36.49653935432434	27	47.815907	27.66344	98.72098	-0.7783281	21.0	0.0	2.2769477	2.2769477	2.2950773	2.2950773	1008	28224
38.10941958427429	28	44.508682	23.086798	79.06381	-0.76022243	21.0	0.0	2.119461	2.119461	2.1370282	2.1370282	1008	29232
39.7583441734314	29	54.609974	27.674988	98.816536	-0.72456515	21.0	0.0	2.6004753	2.6004753	2.618442	2.618442	1008	30240
41.39654231071472	30	53.150784	26.30133	99.06271	-1.0144242	21.0	0.0	2.5309894	2.5309894	2.548496	2.548496	1008	31248
43.10395336151123	31	66.18754	24.921175	118.77262	-0.8054493	21.0	0.0	3.1517878	3.1517878	3.169097	3.169097	1008	32256
44.81875133514404	32	66.568054	21.243162	108.6751	8.9159355	21.0	0.0	3.1699076	3.1699076	3.187251	3.187251	1008	33264
46.568910360336304	33	68.85279	20.011871	118.86861	18.776987	21.0	0.0	3.2787044	3.2787044	3.2955947	3.2955947	1008	34272
48.32569479942322	34	69.01428	20.81225	108.27537	19.019009	21.0	0.0	3.2863944	3.2863944	3.3028705	3.3028705	1008	35280
50.11914587020874	35	74.968956	23.191883	118.74016	8.984888	21.0	0.0	3.56995	3.56995	3.5865836	3.5865836	1008	36288
52.070268630981445	36	74.741486	24.095377	118.369514	9.074955	21.0	0.0	3.5591183	3.5591183	3.5756192	3.5756192	1008	37296
53.98438835144043	37	77.64984	22.877813	118.64963	19.310587	21.0	0.0	3.6976116	3.6976116	3.7139525	3.7139525	1008	38304
55.926430225372314	38	86.54004	16.965588	118.61782	38.94359	21.0	0.0	4.120954	4.120954	4.137134	4.137134	1008	39312
57.90740704536438	39	82.03989	17.494509	118.56153	38.939514	21.0	0.0	3.9066613	3.9066613	3.9225788	3.9225788	1008	40320
59.87825274467468	40	80.52892	22.435423	128.5062	28.76038	21.0	0.0	3.8347106	3.8347106	3.850899	3.850899	1008	41328
61.89692807197571	41	83.77909	22.692907	118.35002	9.154081	21.0	0.0	3.9894807	3.9894807	4.005393	4.005393	1008	42336
63.95598125457764	42	83.60876	21.45557	128.2441	-0.86733025	21.0	0.0	3.9813688	3.9813688	3.9971042	3.9971042	1008	43344
66.05233812332153	43	86.69889	17.5956	128.11258	48.609047	21.0	0.0	4.1285186	4.1285186	4.1441684	4.1441684	1008	44352
